N,EST_ari,SE_ari,EST_geo,SE_geo,EST_cv,SE_cv,EST_geo_anal
750000,6.56427351578162,0.009681620240454384,6.329985489186427,0.009356823006437327,6.714107659735159,0.00026484727474889857,6.474847237106069
760000,6.564672396861836,0.009622249106937797,6.330433307737739,0.009298343007299535,6.714060806345823,0.00026375297015464875,6.474847237106069
770000,6.564518011258741,0.009560203329377997,6.330373397074175,0.009239120883105132,6.713956887211085,0.00026115924676289344,6.474847237106069
780000,6.5883772415713695,0.009526857014481657,6.353268874933732,0.009205563592828418,6.714151582393366,0.00026136891387117773,6.474847237106069
790000,6.581001604874392,0.009447545619245549,6.346909815018438,0.009131763618452441,6.713314320088218,0.0002566827976887637,6.474847237106069
800000,6.5614292916371735,0.009363179201769016,6.327522918253173,0.009049247553780258,6.713807973048152,0.00025498194518236455,6.474847237106069
810000,6.547853605181545,0.009287723508641592,6.314189060896551,0.008975934019065357,6.71403019277211,0.00025412147745624707,6.474847237106069
820000,6.567923507661314,0.009267586560878156,6.333718170820778,0.008955548353830133,6.713914994028522,0.0002541802412867456,6.474847237106069
830000,6.554579580457155,0.009183089725102768,6.3207560180466595,0.008874818340976956,6.713962990577409,0.00025242132222820307,6.474847237106069
840000,6.564533166434328,0.009163230802590204,6.33047799835383,0.008855374717521281,6.713865572216485,0.0002504565930846528,6.474847237106069
850000,6.574051930577277,0.009097366740623856,6.340112033514441,0.008792176397753376,6.713412107248901,0.00024820980920933875,6.474847237106069
860000,6.563242225816376,0.009042401657822597,6.32957054121268,0.008739430369493878,6.713499833615358,0.0002455227758496916,6.474847237106069
870000,6.578494783150406,0.008995883092945599,6.344285243021302,0.008694203081100355,6.713536598205111,0.00024606668442977184,6.474847237106069
880000,6.563569982436103,0.008924904004463921,6.329754304436953,0.008626494050760049,6.7136262866812055,0.0002431539573153899,6.474847237106069
890000,6.557468899579693,0.00887218366165931,6.323920900652523,0.008574724090594623,6.713572531955252,0.00024257846436946489,6.474847237106069
900000,6.574707921443449,0.008842680663634016,6.34070215097386,0.008546695239440445,6.713447011050788,0.0002412216542381714,6.474847237106069
910000,6.567803683937196,0.00880740911945821,6.333555279245441,0.008511219248542921,6.713958143388343,0.00024034319016766605,6.474847237106069
920000,6.566908844384129,0.008750149480962132,6.332982437653604,0.008456889328536233,6.713638861960126,0.0002378487594885825,6.474847237106069
930000,6.557712476756022,0.008690659084144561,6.324286525569163,0.008399553323463213,6.713433393189967,0.00023676514504843588,6.474847237106069
940000,6.562135565114375,0.00863944366833365,6.328015619817234,0.00834937974904602,6.714011177741075,0.00023673233353784293,6.474847237106069
950000,6.558780201298983,0.008591067825057672,6.325368563181147,0.008303260165802124,6.713382675829754,0.00023410089308103626,6.474847237106069
960000,6.552906817893267,0.008547130829363163,6.319529517402167,0.00826095767974338,6.713545257428452,0.00023303789285701262,6.474847237106069
970000,6.544160529131915,0.008493660948268537,6.311380407409739,0.008209669698972336,6.713219249531635,0.00023144756585358707,6.474847237106069
980000,6.555623820161062,0.00845183067318488,6.322041455212242,0.008168306683481827,6.713674280942567,0.00023135784897532083,6.474847237106069
990000,6.571626853811008,0.008433799697983961,6.337355669618167,0.008150657798960025,6.713841880895115,0.0002297441395696237,6.474847237106069
1000000,6.560906237608894,0.008378967474752134,6.327244446881464,0.00809787040536563,6.7135757136893615,0.00022884213555356025,6.474847237106069
